"","score","text"
"198",1,"See our latest #NewYork, NY #job and click to apply: Associate, Digital Reconciliation - https://t.co/xQBqmy6RTD https://t.co/VLqTrfc8yv"
"199",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/BSGAp0lC03 #BusinessMgmt #Hiring"
"200",1,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/UI43vclYfN #BusinessMgmt #Hiring"
"201",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/LJzwHFDEPz"
"202",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/QCfYUFhGhL"
"203",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/rj3pvNAIyf"
"204",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/b3w5mEiQNV"
"205",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/6hKtMfiJUQ"
"206",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/7vojb1w8Gj"
"207",0,"SRC clinicians are highly experienced in treating the underlying issues that lead to #dependency on #drugs #alcohol https://t.co/5Ev68RbvK5"
"208",0,"one coast is covered in flames, the other in snow #NewYork #LosAngeles"
"209",1,"I'm available now on #EscortAds #JohannaPotente @https://twitter.com/JohannaPotente https://t.co/UbTiyEE2sh https://t.co/rAoxk4Ji6Z"
"210",0,"There still is plenty to be done at the winter meetings https://t.co/DgYZRrVsvh #NewsDay #NewYork #Sports #NewYorkCity #NYC #News"
"211",0,"This just in @amazon announces its choice for new headquarters...they will also b going to #NewYork to join the https://t.co/p5uyt91C5H"
"212",1,"Want to work at Actus Consulting Group? We're #hiring in #NewYork, NY! Click for details: https://t.co/feWmWwqtXL #Job #Jobs #CareerArc"
"213",0,"| say it aint snow
.
.
.
#snow #pelham #ny #newyork #westchester #weather #street @ Pelham, https://t.co/RuYJdz7swz"
"214",1,"Its beginning to feel a lot like Christmas #brick #newyork https://t.co/g6SqpeZPsE"
"215",0,"Barneys #NewYork Wingtip Rain Boots | Barneys #NewYork https://t.co/4H3qm59Fr5"
"216",0,"2014-03 Homing pigeons in Brooklyn, from window.
.
.
.
.
.
.
.
.
.
#toptravelspot #newyork #nyc #usa #brooklyn https://t.co/qiB44F7e12"
"217",-1,"This lady beside me is ruining the aesthetic  #newyork #nyc #landscape #travel #central park https://t.co/Lm3i45GEl1"
"218",2,"Can you recommend anyone for this #job? Beauty Senior Product Development Manager Opportunity ... - https://t.co/0vreCfK6Zo"
"219",0,"5:51 Now #Isha Prayer Time for  #NewYork #USA"
"220",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/r3UG8wBxlL"
"221",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/onCSW0D8Vt"
"222",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/pmgy5BARJT"
"223",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/ba2UelVCBE"
"224",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/jF72fzq3Up"
"225",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/r1NUt4G8rY"
"226",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/6XNB7gLKNe"
"227",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/ksmFIBfAQ6"
"228",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/VOpzklpZg6"
"229",0,"How to Save on Flights Tickets

https://t.co/jgHikfRIhd

#flights #travel #hotels #vacations #airlines #tickets https://t.co/Vq1jwdEUpu"
"230",1,"Can you recommend anyone for this #job in #NewYork, NY? https://t.co/Ikc28CoOlh #BusinessMgmt #Hiring"
"231",0,"Software Developers #NewYork #jobs Apply Now at https://t.co/UzqWGfplbJ #NYC #LA #CA #TX #USA"
"232",1,"""In order to be irreplaceable one must always be different.""
Here you can find what you need #surfside https://t.co/PAt1moO3uR"
"233",1,"I Love Winter (When It's Over)
https://t.co/4NfNyEui2W via @zazzle
#firstsnow #snowstorm #newjersey #connecticut https://t.co/ReDpNdpr1Q"
"234",0,"See our latest #NewYork, NY #job and click to apply: Senior Food &amp; Beverage Manager - https://t.co/dYK8y7pQ8G #Hospitality #Hiring"
"235",0,"We're #hiring! Click to apply: Assistant Designer - https://t.co/983MyJ8GaD #Art #NewYork, NY #Job #Jobs #CareerArc"
"236",0,"SantaCon arrives with hundreds of Santas for #NewYork bar crawl https://t.co/1qXAbnhqRg https://t.co/HliECvUIPZ"
"237",2,"Feed Your Soul With Jonathan Burkett's Finest Composition ""Changes"" (Cause this #life was never meant to be perfect https://t.co/JgqYDYnVTw"
"238",1,"Can you recommend anyone for this #job? Senior Manager, Early Tenure Marketing - https://t.co/ThUDVSk5iG #Marketing https://t.co/lRbLX7iytt"
"239",0,"The pose in Rockefeller. | #NewYork | 5:46pm @ Rockefeller Center https://t.co/FPk4Kz8nZY"
"240",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/tphqADhWw9 #wsj #nytimes #reuters https://t.co/4IVlQ00hEl"
"241",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/RUAXstIJqP #wsj #nytimes #reuters https://t.co/6rk03PVnyH"
"242",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/DPbIOPEVqB #wsj #nytimes #reuters https://t.co/K2EzKKmDHX"
"243",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/mJxW6EEmn1 #wsj #nytimes #reuters https://t.co/D1pwOM0KX5"
"244",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/DA7AC2f51Y #wsj #nytimes #reuters https://t.co/Xzbishr0Ks"
"245",-1,"SEO is antiquated technology. Social Start Now is 'cutting edge!https://t.co/EQ0dctlIFD #wsj #nytimes #reuters https://t.co/X24ToYNpK5"
"246",-1,"PolticsNewz: The 5 Most Disturbing #NewYork Times Revelations About Trumps #TV Habits https://t.co/CHNSPYdM7P https://t.co/JIag34f7LA"
"247",2,"From Paris with love  Happy Holidays everyone #happyholidays  #directorlife #producerlife #picture #FF https://t.co/9I7XOab9Xr"
"248",0,"Snow day #NewYork  #snow https://t.co/QXYuzUmx8Q"
"249",0,"Live Performance #WatchNow https://t.co/JJBTjDMhud #NewYork #Download my New Single #TooLate , Tell a Friend 2 tell a Friend"
"250",-1,"The 5 Most Disturbing #NewYork Times Revelations About Trumps #TV Habits https://t.co/04zqjRagNR https://t.co/4X0Ij09PuO"
"251",0,"#newyork snow day  https://t.co/oNRBoWiBrc"
"252",0,"Ahenema Kete 
.
.
.
#bronx #nyc #newyork #snow #ghana #westafrica #culture @ Bronx, New York https://t.co/gqETeuREik"
"253",0,"#nowplaying Brian Simpson @bsimpsonjazz - Wonderland #nola #newyork #dallas #atlanta #houston #chicago #losangeles"
"254",1,"Discover Why Billionaires and Savvy investors are Betting BIG on  cannabis stocks https://t.co/5e6UNveZyU  #wsj https://t.co/faD27F65Fx"
"255",1,"If you dont have the Satori app you better go download it on your phone now lol Im on till 7pm! We talking everyt https://t.co/Szdn9QwwaI"
"256",0,"#christmas time in #newyork #city #nyc #ny #rockefellercenter #christmastree  #christmaslights https://t.co/ZiIaxLKcy8"
"257",1,"Available Now!!! #linkinbio #guccigang #lilpump lilpeep #juice  #newyork #newyorkcity #remember https://t.co/YCFvuQjQYZ"
"258",-1,"After traveling 10 hours - it was literally a nightmare checking in @ @HolidayInn in #TimesSquare - REALLY recommen https://t.co/nZ5oRG82jG"
"259",1,"Like if you get it 
#mindinthegutter #abc7eyewitness #news #snow #December
#NYC #ny #NewYork 
 https://t.co/62C9fyNlCf"
"260",0,"If anyone wonders why my feet left sideways tracks in the snow it's because snow to the eyes sucks. #snow #NewYork https://t.co/x2iRqPyfm4"
"261",0,"The Crown Recap: Meet the Kennedys https://t.co/UMWWC0pEB8 #newyork #nyc"
"262",1,"This #job might be a great fit for you: VP, Display - https://t.co/fZ3Kh8SIwu #Marketing #NewYork, NY #Hiring #CareerArc"
"263",0,"Trump, Rejecting Calls to Stay Away, Speaks at Civil Rights Museum https://t.co/LShfV9mgzE Via @NYTimesCC #NewYork #NYC #Life"
"264",0,"Catch these vibes...
- #NewYork #NYC  https://t.co/TwaYIDHMer"
"265",0,"Is Strategic Planning For You?R/GA's Jess Greenwood #strategy #strategicplanning #accountplanning #newyork https://t.co/r1HeDhjK8Q"
"266",0,"#Trump says CNN was 'caught red handed' with Fake News on #WikiLeaks email.      https://t.co/eNCVD7JXlX  #NewYork https://t.co/xgrKQrBoWX"
"267",0,"The first snow in New York. 
Photo by @aelizabethim 
#snow #snowday #NewYork #NYC https://t.co/5IeU4ah2WB"
"268",0,"To this!!! In a couple of days 
.
.
.
#firstsbowstormoftheyear #newyork #nysnowstorm https://t.co/O1YCLpRDxJ"
"269",0,"#Rodin At The #Met #Metropolitan #Museum #Art #NewYork @metmuseum #RodinatTheMet #sculpture https://t.co/NcP7jg5GpX https://t.co/F5XZJB92KX"
"270",0,"Lighting creations

https://t.co/JjMAVJGE50

#Lighting #USA #Newyork #Sanfrancisco #LosAngeles #Miami #Boston https://t.co/RD2aldAa35"
"271",0,"Morgan's participation in #SantaCon was a little different from most other folks'.

#FreeTheNipple #NYC #Topless https://t.co/0pwa9l1eCV"
"272",0,"Snow does not give truce in #NewYorkCity! #NewYork #USA #AmericanMuseumOfNaturalHistory https://t.co/LHgbb5tnQS"
"273",0,"Hamilton's dining room. #hamilton #nyc #newyork #alexanderhamilton #hamiltongrange https://t.co/EkLcdoKZUI"
"274",2,"Kristaps Porzingis sees playoff spot for youthful, energetic Knicks https://t.co/lzWoqe7nCl #NewsDay #NewYork https://t.co/rxMdD0V818"
"275",0,"I want to visit #NewYork..."
"276",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/oA5v3w9HYj"
"277",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/aoKXTnhOaj"
"278",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/fCpXvrq6G6"
"279",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/7qCzgTHrvD"
"280",1,"Businesss dedicated server from Google. 
#Googlehttps://cloudhostingsetup.com/ref/ssn/ #wsj #nytimes #reuters https://t.co/uJ7qaZSO38"
"281",1,"#911 #NYC #NewYork See the world and make memories and find your Happy Place... life is too short not to experience https://t.co/JVQqEaZdjy"
"282",1,"Only 3 days left 2 shop Our 5s &amp; Blow her mind! #Easy #Fun &amp; #Stress Free! #Charity Online Auction, https://t.co/aWCbKOSkRR"
"283",1,"Can you recommend anyone for this #job? Trend and Concept Designer - https://t.co/h6Ql39y4sk #Art #NewYork, NY #Hiring #CareerArc"
"284",0,"First Snow of the Season @CentralParkNYC #NYC #NewYork #CentralPark #snow #nature #naturelover #iphone #christmas https://t.co/XdLBzUvXF1"
"285",0,"A #NewYork Hotel That's a Destination for Design - New York Times https://t.co/UgBkcEH69q https://t.co/yASsN9Rj6k"
"286",0,"Follow @myblockmusic now! Submit music to: info@MyBlockMusic.net #newmusic #london #uk #dallas #canada #atlanta https://t.co/SjjXukuNj9"
"287",0,"See our latest #NewYork, NY #job and click to apply: Administrative Assistant (Temp) @ Japanese construction compan https://t.co/Ho3zLYi6zo"
"288",1,"#NewYork Giants: Updated top 10 QBs for 2018 Draft https://t.co/1q4ZpGn86V https://t.co/kx0hVRn31c"
"289",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/3nL8BY3I41"
"290",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/nHglGdeHR7"
"291",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/1yQOR0dKfE"
"292",0,"The latest Wine 4 Your Life! https://t.co/fHBG2lCz45 #wine #newyork"
"293",0,"Report: Yankees On The Verge Of Adding Stanton To Vaunted Lineup  CBS New York https://t.co/ltj5nboVMg #newyork"
"294",1,"Some Brooklyn Bridge action, what a week weve had. So grateful #newyork #usa #brooklynbridge https://t.co/54zArICcUw"
"295",0,"Oh hay #NewYork #SnowWatch https://t.co/K2Y6XppKFr"
"296",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/8L0XNznstb"
"297",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/RMuuM613Qf"
"298",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/lH2uNHrDJW"
"299",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/Vbvc9FqZCL"
"300",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/QUBBQjovap"
"301",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/j9kkodYH3C"
"302",0,"I dont want to leave  #NewYork https://t.co/DYOBgimZ66"
"303",4,"@ClaudiaBrizend Awesome Claudia and thank you so much for the uploadalso loved the Flamenco
Have a great Eve!!! https://t.co/cI6gS7dGdZ"
"304",2,"Good Evening from #NewYork where the #EmpireStateBuilding is lit in dynamic colors for https://t.co/IzNq8HdeGZ"
"305",1,"Snows of #NewYork Only Fuel the Passionate Fire of #SantaCon Participants: https://t.co/o2PG8MxWug #santaconNYC #santacon2017"
"306",0,"@NBCNewYork @Slate @businessinsider @ReutersUS @NYCityAlerts @FT @ZUMApress @UnivisionNews @TelemundoNews https://t.co/bH3apRFWHh"
"307",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/aNFCUtoy9t"
"308",-1,"Google Cloud #Hosting Setup https://t.co/vRBR4P6YOk
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/8ZKo04LGxz"
"309",-1,"Google Cloud #Hosting Setup https://t.co/HuYmQEYjQY
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/RcO4k46YsE"
"310",-1,"Google Cloud #Hosting Setup https://t.co/Zjpwtkv7PK
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/f5B1OcuwkC"
"311",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/dTCiTBIQBc"
"312",-1,"Google Cloud #Hosting Setup https://t.co/prXmSr9Nv9
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/oADe2Woj6p"
"313",-1,"Google Cloud #Hosting Setup https://t.co/nXyKE1L6md
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/nBGWttIaJq"
"314",-1,"Google Cloud #Hosting Setup https://t.co/ZTFyAMbt7b
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/iqXVk2G8mY"
"315",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/QPAT3d6Bte"
"316",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/etCp7t8tG4"
"317",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/8wyLGUaXwD"
"318",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/KzaFVjCKBp"
"319",0,"SCN Corporate Connect Episode 6: Regulatory Signals in the Rapidly Evolving ICO Markets - Digital Assets Report https://t.co/EFT65HIJfv"
"320",0,"Verdi Square #letitsnow #nyclife #uws #newyork #newyorkcity #snow #snowfall #winter @ Upper West https://t.co/fT9DkzfMLY"
"321",0,"@mashable @thenation @FortuneMagazine @TPM @NewRepublic @UPI @WorldPressPhoto @CBSNewsPress @nycgo_press https://t.co/VJ80Ggme0f"
"322",0,"@recordonline @TakePart @nytimesphoto @AFP @TimesUnionMedia @CapRadioNews @NPR @nprpolitics @MorningEdition https://t.co/G58lFyAqvc"
"323",-1,"Its cold.  
 janayediggs 
#ny #nyc #timesquare #newyork #manhattan #newyorkcity #beards https://t.co/hzSw05hA0c"
"324",0,"@EpochTimesNYC @EpochTimes @USUncut @OccupyDemocrats @observer @timesunion @MailOnline @ExaminerMedia @ajam https://t.co/4PQqnbQM2q"
"325",1,"Can you recommend anyone for this #job? Associate, National - https://t.co/LclZhCrrPQ #Marketing #NewYork, NY #Hiring #CareerArc"
"326",0,"@SlatteryNYDN @claire_voon @CNYLoisWilson @NYDNmanaging_ed @HuffPostNY @ajplus @Fusion @FusionNews @nytimes @AP https://t.co/sTcsg1gV2N"
"327",1,"Can you recommend anyone for this #job? Material Coordinator - https://t.co/nXXBLNjBJD #KellyJobs #KellyServices https://t.co/tdgxw9YFwu"
"328",1,"Social Start Now constructs Marketing Campaigns that exceed expectations. https://t.co/EQ0dctlIFD #wsj #nytimes https://t.co/b3LELMIh8I"
"329",-1,"Google Cloud #Hosting Setup https://t.co/oJGY4EUxWJ
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/qDkEuQjxfw"
"330",1,"Social Start Now constructs Marketing Campaigns that exceed expectations. https://t.co/DA7AC2f51Y #wsj #nytimes https://t.co/ObciK8pQVb"
"331",1,"Social Start Now constructs Marketing Campaigns that exceed expectations. https://t.co/mJxW6EEmn1 #wsj #nytimes https://t.co/pmw5EeAWPK"
"332",1,"Social Start Now constructs Marketing Campaigns that exceed expectations. https://t.co/tphqADhWw9 #wsj #nytimes https://t.co/LlIgNQylol"
"333",1,"Social Start Now constructs Marketing Campaigns that exceed expectations. https://t.co/DPbIOPEVqB #wsj #nytimes https://t.co/haQ1PVLTAV"
"334",-1,"Google Cloud #Hosting Setup https://t.co/dT83Q3eEYM
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/JxsRzWRrBH"
"335",-1,"Google Cloud #Hosting Setup https://t.co/83OxwGJXdR
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/njfAdx2ENy"
